link;titulo;moneda;precio;descripcion;ubicacion;condicion;Superficie total;Superficie cubierta;Dormitorios;Baños;Cantidad de pisos;Apartamentos por piso;Número de piso de la unidad;Disposición;Antigüedad;Gastos comunes;caracteristicas_ambientes;Cocheras;Ambientes;Orientación;Tipo de departamento;Bodegas;Acceso;Tipo de cochera;Tipo de cobertura;Metros de frente;Metros de fondo;Forma del terreno;Disposición del lote;Tipo de casa
https://casa.mercadolibre.com.uy/MLU-478745362-se-vende-casa-ph-pocitos-4-dormitorios-garaje-y-barbacoa-_JM#position=25&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Ramon Masini, Pocitos;U$S;430.000;Se vende preciosa casa en muy buen punto de Pocitos próxima al Aleman.  Totalmente reciclada pronta para entrar !!  Se trata de una propiedad en régimen de PH totalmente independiente.  PB:  Amplio living comedor con estufa a leña, pisos de madera y baño social. Playroom o dormitorio de servicio y cocina comedor definida con horno empotrado, campana a estrenar y anafe 5 hornallas.   Salida a jardín con barbacoa.  PA:   Escalera con pisos de madera tarugada y en la distribución encontramos una estufa a Pelet, baño completo con doble bacha y mampara + 3 cómodos dormitorios con placares y pisos de madera ( el ppal al frente con vestidor y balcón).   SS:  Amplio garaje con portones automatizados y deposito.  Todas las aberturas son de aluminio con rejas y la calefacción es por bomba de calor !!  Contribución anual $ 35.000  MUY BUENA OPORTUNIDAD PARA ENTRAR.  Consúltenos:  www.blancortiz.uy (CW158206);Pocitos, Montevideo;Vende;226 m²;146 m²;4;2;3;;;;58 años;;Lavadero,Dormitorio de servicio,Cocina,Jardín,Patio,Baño social,;2;5;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478769214-casa-a-reciclar-padron-unico-_JM#position=26&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Gabriel Pereira Y Charrua 2867, Pocitos;U$S;130.000;Casa al frente desarrollada en una sola planta, para reciclar o demoler.;Pocitos, Montevideo;Vende;75 m²;75 m²;3;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478733897-apartamento-duplex-venta-cordon-montevideo-imasuy-l--_JM#position=27&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Guana 1900, Cordón;U$S;109.000;Venta de Apartamento 2 DORMITORIOS en Cordón, MontevideoDireccion: Guana y BlanesApartamento Duplex por Pasillo Abierto. Se desarrolla en 2 plantas de 27m2 cada una y cuenta con un retiro de 8m2 al frente de uso exclusivo, al igual que la azotea.En Planta Baja, amplio living comedor, con cocina integrada.En Planta Alta 2 Dormitorios, Baño y salida a azotea por escotilla.Gastos Anuales aproximados:Contribucion : $ 15.000Primaria   : $ 5.000Recorrido en Video   : https://youtu.be/YzMbmpJFWs0Entorno 360º      : https://goo.gl/maps/kxA6Pmk2EbJYN4BU6AGENTE INMOBILIARIO: Leonardo Amigo - 096.100.701Inmobiliaria MASContactos: 2407 07 01 | 096 100 701Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-6019);Cordón, Montevideo;Vende;62 m²;54 m²;2;1;;;;;;1000 UYU;;;2;Sur;266259;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478789156-comodo-apartamento-con-facilidad-de-pago-_JM#position=28&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Alberto Zum Felde 4, Malvin Norte;$;63.000;APARTAMENTO EN VENTA CON TENTADORA OPORTUNIDAD!Alberto Zum Felde esquina FlammariónApartamento en muy buen estado, en barrio privado con reja perimetral.Sobre calle transitada, parada de ómnibus en la puerta, locales como supermercado, red de cobranzas a máximo una cuadra, escuelas, liceos muy cercanos.Living comedor con muy buena iluminación.Dos dormitoriosBañoCocinaTerraza lavadero cerrada.Precio de venta total: U$S63.000 o U$S 47.000 más financiación de ANV en UI con cuota de $4000 por mes.Bajos costos de mantenimiento!Flavia Erazo RematadoraRematesTasacionesNegocios Inmobiliarios;Malvin Norte, Montevideo;Vende;50 m²;50 m²;2;1;2;3;3;Frente;;;Cocina,Living,Comedor,Terraza,;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478766336-apartamento-2-dormitorios-excelente-inversion-_JM#position=29&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Colonia Y Roxlo, Cordón;U$S;117.000;APARTAMENTO 2 DORMITORIOS GRAN UBICACION! OPORTUNIDAD DE INVERSION, Apartamento ya alquilado hasta diciembre 2021.Alquiler mensual de: $21.100. Apartamento 2 dormitorios en Cordón (a una cuadra de la Plaza de los Bomberos)¡Excelente ubicación!*Piso 9 con excelente vista y muy luminoso*1 baño completo*2 dormitorios (uno de ellos con balcón)*Incluye calefón y 2 aires acondicionados*No cuenta con garaje, 4 parkings a no más de una cuadra y uno de ellos es enfrente*Gastos comunes $5000, en menos de un año pasara a $2800 (incluyen limpieza edificio, agua, ascensor, sanitaria, entre otrosWP O LLAMADAS. 0.9.2.0.5.3.9.1.1;Cordón, Montevideo;Vende;50 m²;50 m²;2;1;;;;;2000 años;;Cocina,;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478814897-apartamento-venta-palermo-montevideo-imasuy-s--_JM#position=30&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Maldonado 1600, Palermo;U$S;98.000;Venta de Apartamento 2 DORMITORIOS en Palermo, Montevideo. Maldonado esq. MagallanesApartamento interno en 2do. piso por escalera.Cuenta con 45 M² de Área.Living muy amplio con piso de parquet y buena iluminación.Cocina reciclada con mesón y placar.2 Dormitorios uno amplio y otro mas chico con piso de parquet y bien iluminados.Baño completo actualizado.Excelente punto a pocas cuadras de la Rambla y de la Av. 18 de Julio.Acepta financiación bancaria.Gastos Comunes: $ 2.220Incluyen: Ose, saneamiento, limpieza de palier, luz del pasillo y fondo de reserva.Gastos Anuales aproximados:Contribucion : $ 3.640Primaria   : $ 1.213Recorrido en Video   : https://youtu.be/1Gtd7Ir0jB4Entorno 360º      : https://goo.gl/maps/LNEpauaoBp2ApEAN8AGENTE INMOBILIARIO: Samuel Lemus - 096.100.705Inmobiliaria MASContactos: 2407 07 01 | 096 100 701Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-6054);Palermo, Montevideo;Vende;45 m²;45 m²;2;1;;;;;;2220 UYU;;;2;Sur;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478717254-oportunidad-de-inversion-apartamentos-de-2-dormitorios-a-estrenar-_JM#position=31&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Garzon 0000, Sayago;U$S;62.990;"EXCELENTE PROYECTO DE PRÓXIMA OCUPACIÓN.(4 MESES)AMPLIA FINANCIACION, CONSULTE DISPONIBILIDAD.Apartamentos de 2 dormitorios.Avda. Garzón y Propios. Espacios cómodos, de fácil mantenimiento. Todos los apartamentos tienen terraza lavadero.Gastos comunes casi inexistentes.Las unidades en Living-comedor, dormitorios, baños y cocinas tendrán pisos de cerámica o pisos flotantes. Las paredes exteriores serán de bloque de primera calidad, curados, vibrados y prensados, curados al vapor, o podrán ser de hormigón armadoLos baños y cocinas serán revestido con cerámica, mesada de granito con pileta y grifería mono comando; los artefactos sanitarios serán de loza y la grifería mono comandoLas puertas de acceso de seguridad con cerraduras y herrajes, puertas interiores tendrán terminación pintura con herrajes y llavines, cada apartamento tendrá terminación de telefonía en estar y timbre.Proyecto incluido en Ley de Promoción de Vivienda Social.BENEFICIOS: Exoneración de ITP (2% sobre el valor de catastro). Exoneración de IVA del precio de compra. Exoneración del Impuesto al Patrimonio por 10 años. Exoneración de Impuesto a la Renta de los Alquileres por 10 años (IRPF/IRAE ó IRNR).Financiación1) Forma de Pago 100% EN OBRA- 10% Boleto Reserva- 40% Compromiso- 40% Durante la Obra- 10% A la Ocupación2) Forma de Pago con Financiación Bancaria de hasta el 90% del valor.- 5% Boleto Reserva- 5% Compromiso-90% Con Préstamo Bancario al OcuparSaldo a financiar de hasta el 90% CON BANCO, Plazo máximo 25AÑOS. EN UiCONSULTAR DISPONIBILIDAD.";Sayago, Montevideo;Vende;50 m²;50 m²;;1;;;;;0 años;;Cocina,;;2;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478732359-casa-padron-unico-con-gran-potencial-a-mts-avcentenario-_JM#position=32&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Robinson 3360, Perez Castellanos;U$S;173.000;Casa padron único en 1planta para actualizar con gran potencial sobre calle robinson a mts de av.centenario y próximo antel arena . Cuenta con jardin al frente, reja perimetral , living comedor con estufa leña, baño completo con bañera, 2dormitorios con placard , escritorio o 3er dormitorio, estar con salida a patio, amplia cocina office con estufa leña , amplio fondo verde con parrillero, galpon con conexión para lavarropas. Área total 304 mts , Edificados 120mts . La casa cuenta con lugar para 2 autos. Precio Venta U$S 173.000 ( Acepta Crédito Bancario )Vende Tu Casa Negocios Inmobiliarios    tel.099.544.443;Perez Castellanos, Montevideo;Vende;304 m²;120 m²;3;1;;;;;;;;2;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478733538-apartamento-venta-la-teja-montevideo-imasuy-l--_JM#position=33&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Manuel Herrera Y Obes 4200, La Teja;U$S;89.000;Venta de Apartamento 2 DORMITORIOS en La Teja, MontevideoDirección: Manuel Herrera y Obes Esq. Carlos Maria RamirezApartamento en Planta Baja, por pasillo abierto, cuenta con patio cerrado al frente de 7m2, 53m2 construidos con 2 dormitorios (uno de ellos con escritorio o vestidor), cómodo living comedor con estufa a leña, baño completo y cocina con salida a patio de 4m2 y acceso a azotea de uso exclusivo.Gastos Anuales aproximados:Contribucion : $ 1500Primaria   : $ 500Recorrido en Video   : https://youtu.be/JqDplpMY-ZAEntorno 360º      : https://goo.gl/maps/tTm39ocR4za7wnUr5AGENTE INMOBILIARIO: Leonardo Amigo - 096.100.701Inmobiliaria MASContactos: 2407 07 01 | 096 100 701 Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-6031);La Teja, Montevideo;Vende;64 m²;53 m²;2;1;;;;;;;;;2;Norte;266260;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478798822-espectacular-apartamento-en-punta-carretas-con-gran-patio-interno-_JM#position=34&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Leyenda Patria, Punta Carretas;U$S;495.000;En el corazón de Punta Carretas, a metros de la Rambla y  con vistas al Parque Villa Biarritz, este apartamento de 3 dormitorios con un patio de 40 m2,  se convierte en un oasis en pleno Montevideo.Para amantes de la tranquilidad y el confort estas son las 3 razones principales para enamorarse de este apartamento:-Ubicado en uno de los barrios más exclusivos de Montevideo y a metros de la Rambla-Cuenta con un gran patio interno de 40 m2-Entorno silencioso con vistas al parque Villa BiarritzDescripción general del inmueble: -Cuenta con un gran living comedor en “L” con vistas al Parque.-3 dormitorios, uno en suite con vestidor -2 baños, uno en suite, otro  compartido por dos dormitorios, 1 toilette/baño social y 1 baño correspondiente a  la dependencia de servicio. -Amplia Sala de estar con vista al patio que puede utilizarse como comedor diario o escritorio.-Cocina totalmente hecha a nuevo con doble circulación.-Garage para un auto, amplio y de fácil acceso. Gastos Comunes : $25.800;Punta Carretas, Montevideo;Vende;217 m²;176 m²;3;2;;;;;58 años;;Cocina,;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478703957-impecable-apto-en-malvin-3-dormitorios-_JM#position=35&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Pedro Cosio 1862, Malvin;U$S;145.000;Impecable apartamento de 65 m2, al frente, 3 dormitorios con placares, baño, living-comedor, cocina definida, hall de distribución, cómoda terraza lavadero. 6to piso, luminoso, con doble ventanas, piso parquet.Edificio muy bien ubicado, en zona residencial, con iluminación, a media cuadra de Av. Italia, con servicios y transporte. Amplia barbacoa, cerca eléctrica con respuesta.(Alquiler de cocheras disponibles)Precio de venta: U$S 145 .000 o U$S 98.000 + 1.800 UR (Cuota actual mensual de $21.000 aprox. (ANV)Gastos comunes: $ 4.040Primaria: $ 844 x 3Contribución inmobiliaria: $2.400 x 3Mayor info y coordinación visita: FOCUS Negocios Inmobiliarios;Malvin, Montevideo;Vende;70 m²;65 m²;3;1;10;2;;Frente;22 años;4040 UYU;Salón de fiestas,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478746422-pocitos-3-dormitorios-3-banos-garaje-y-fondo-con-parrillero-_JM#position=36&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Simón Bolivar, Pocitos;U$S;450.000;Propiedad de padrón único. Con ambientes amplios y muy luminosos. Reciclada y diseñada por estudio de arquitectos en el 2002. Living comedor con piso de tablones de lapacho Actualmente con 2 dormitorios (posible vuelta a 3 dormitorios perfectamente). Tiene 3 baños (2 en suites). Placares con carpintería de madera nueva, en enchapado melamínico blanco, puertas corredizas (en suite ppal, con espejos), cajones deslizantes con rieles metálicos, incluyendo los de zapatos. Jardín: 106m2 con parrillero cubierto e instalación de iluminación perimetral. Aires acondicionados en todos los ambientes. Rejas de seguridad en todas las aberturas. Portón basculante automático con control remoto en garaje. Doble puerta de entrada de acceso a la casa que refuerza la seguridad. Una puerta da acceso al área de garaje y la otra acceso a la casa.  AREA TERRENO: 218m2. AREA CONSTRUIDA: 203m2.  Contribución 3 cuotas de $11.000 Tributos aprox $1.000 por mes. Saneamiento $600 por mes. FAVOR ENVIAR MENSAJE POR WATSAPP O BIEN LLAMAR AL CEL 091 236166. (CW158215);Pocitos, Montevideo;Vende;218 m²;203 m²;3;3;2;;;;81 años;;Cocina,Jardín,Dormitorio en suite,Living,Comedor,;;4;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478742043-bushental-e-irigoitia-4-dormitorios-_JM#position=37&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Buschental 3550, Prado;U$S;340.000;* UBICACIÓN:Porpiedad horizontal de altos en dos plantas, totalmente independiente ubicada en el corazón del prado, en el mejor punto, Av. Buschental e Irigoitía.Sobran las palabras para describir la belleza que tiene esta avenida.Supermercados cerca, zona de muy buenos colegios, clubes deportivos y muy cerca del hermoso Rosedal del Prado, son tan solo algunas referencias para tan excelente ubicación.* GENERALIDADES:- Hermosa residencia de 4 dormitorios, 2 baños, amplias áreas sociales y hermosas terrazas con vistas a áreas verdes.- Propiedad en excelente estado, totalmente reciclada consta de 197 m2 cubiertos, mas 60 m2 de terrazas, fondo con parrillero de 36 m2, garage techado para dos vehículos con opción a guardar dos mas al aire libre.- Su construcción data del año 1922 y se utilizaron materiales de excelencia, destancándose las aberturas en nobles maderas. Así mismo en la intervención que se le realizó, se mantuvo la jerarquía utilizando materiales de primera línea.- Eléctrica y pintura actualizados.* MEMORIA DESCRIPTIVA:- Jardín con acceso lateral al fondo y garages.- Garage para 2 vehículos, mas lugar para dos más.- Recibidor- Amplio living de 8m x 4.5m con ventanal a una terraza y otro lateral, pisos en pinotea.- Calefactor a leña grande tipo salamandra y dos aires acondicionados.- 2 Baños completos al día.- Dos dormitorios muy luminosos en planta baja. Uno de ellos se puede utilizar como escritorio.- Dos dormitorios en planta alta con placares de 6 puertas y acceso a la azotea. - Hermosa cocina, muy luminosa, con placares bajo mesada y aéreos, con puerta ventana con salida al balcón al frente. - Hermoso fondo con áreas verdes y parrilleroEs una propiedad única a un precio increíble!Con gusto coordinaremos visita para éste, su próximo hogar!;Prado, Montevideo;Vende;293 m²;197 m²;4;2;2;;;;99 años;;Cocina,Balcón,Patio,Living,Estudio,Comedor,Terraza,Baño social,;2;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478739744-apartamento-venta-tres-cruces-montevideo-imasuy-l--_JM#position=38&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Cassinoni 1600, Tres Cruces;U$S;123.000;Venta de Apartamento 1 DORMITORIO en Tres Cruces, MontevideoDireccion: Cassinoni Esq. ColoniaApartamento de 1 Dormitorio Estrenado en 2014 desarrollado en 32m2 construidos + 26m2 de Patio de uso exclusivo.Gastos Comunes: $ 4500Incluyen: Ose, Saneamiento, 2 Ascensores, Porteria 24hs, Luz y limpieza de areas comunesGastos Anuales aproximados:Contribucion : $ 9000Primaria   : $ 3000Recorrido en Video: https://youtu.be/p_fjDZyabz8Entorno 360º      : https://goo.gl/maps/qti4xt7M8tDcnWwq7AGENTE INMOBILIARIO: Leonardo Amigo - 096.100.701Inmobiliaria MASContactos: 2407 07 01 | 096 100 701Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-6032);Tres Cruces, Montevideo;Vende;58 m²;32 m²;1;1;;;;;;4500 UYU;;;1;Este;266260;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478739826-apartamento-1-dormitorio-sobre-avenida-libertador-aguada-01-libertador-estrena-diciembre-2022-_JM#position=39&type=item&tracking_id=f63882f0-0f9b-4fce-8b43-f104bc1a75ae;Av. Libertador 1770 Esq. Valparaíso, Aguada;U$S;97.398;"Venta de Apartamento 1 Dormitorio en Aguada, Montevideo| Estrena DICIEMBRE 2021| Promoción con descuento de USD 5.000 (Bono Vitrium) y 2% de descuento por forma de pago (50% Entrega inicial / 25% durante el periodo de obra / 25% contra ocupación ) incluido en el valor publicado (precio de lista USD 104.385)* Posibilidad de financiación en Unidades Indexadas.Hermoso apartamento de 1 dormitorio, ubicado en piso 4 (unidad 404) con orientación Noreste (muy iluminado).Cuenta con 37 m2 internos y 5 m2 de terraza / balcón (uso exclusivo).Distribuido en : Living Comedor y Dormitorio con salida a balcón (parte del Jardín Vertical del edificio) | Cocina integrada en forma de ""L"" | Baño completo con Accesibilidad Universal* Incluye previsión para lavadora, calefón y aire acondicionado.01 LIBERTADOR | En el corazón del barrio La Aguada, sobre Avenida Libertador la cual une la Plaza del Entrevero con el Palacio Legislativo.Torre con 78 Apartamentos desde el piso 1 al 11 | Planta Baja comercial | 40 Garajes en subsuelo | 2 Ascensores | Sistema de seguridad | Hall y espacio de Cowork vinculado con patio central | Rooftop con vistas a la Bahía y al Cerro de Montevideo | Mirador | Parrilleros | SUM | Laundry / Tender | Bike ParkingLa arquitectura contemporánea se centra cada vez más en la optimización y mejora del uso de los recursos naturales como el agua, el sol y la vegetación mediante sistemas ecológicos y sostenibles como un medio para restaurar la integridad ambiental de las zonas urbanas y la biodiversidad.El proyecto se realiza al amparo de la Ley 18.795 (ley de promoción de viviendas de interés social) por lo que cuenta con:- Exoneración del ITP- Exoneración de IRAE/IRPF a las rentas generadas de los alquileres por 10 años- Exoneración del IP por 10 años* Garajes opcionales desde USD 20.000.Te asesoramos en caso de necesitar financiación bancaria!Gastos NO incluidos en el precio :- Gastos de ocupación: 4,5% (incluyen gastos de conexión, alhajamiento de espacios comunes, reglamento de co-propiedad y plano de mesura)- Honorarios Inmobiliarios: 3% + IVA (se abona al compromiso)MONTEVIDEO BROKERS | Más proyectos para tu vida";Aguada, Montevideo;Vende;46 m²;36 m²;1;1;11;;;Lateral;0 años;0 UYU;Balcón,;;2;Norte;;;;;;;;;;
